id,city,age,protectionorder,why1,killer1,killingway1,statusofkiller,year
3, Adana , Resit Degil ,   Yok ,Tespit Edilemeyen,Babasi,Darp, Tutuklu ,2008
6, Ankara , Resit Degil  ,   Yok ,Namus,Babasi,Atesli Silah, Tutuklu ,2008
7, Antalya , Resit,   Tespit Edilemeyen ,Kiskanclik,Kocasi,Kesici Alet,Tespit Edilemeyen,2008
8, Balikesir , Resit Degil ,   Yok ,Reddedilme,Annesinin Eski Sevgilisi,Atesli Silah, Tutuklu ,2008
11, Bingol , Resit ,   Yok ,Tartisma,Kocasi,Atesli Silah, Tutuklu ,2008
13, Bursa , Resit ,   Yok ,Tespit Edilemeyen,Damadi,Bogulma, Tutuklu ,2008
15, Diyarbakir , Resit ,   Yok ,Tartisma,Tanidigi Birisi,Atesli Silah, Tutuklu ,2008
16, Diyarbakir , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Atesli Silah, Sorusturma Suruyor ,2008
17, Eskisehir , Resit ,   Yok ,Husumet,Tanidigi Birisi,Atesli Silah, Tutuklu ,2008
19, Gaziantep , Resit,   Yok ,Tespit Edilemeyen,Kocasi,Atesli Silah,Tespit Edilemeyen,2008
20, Igdir , Resit ,   Yok ,Tartisma,Sevgilisi,Atesli Silah, Intihar ,2008
21, Igdir , Resit ,   Yok ,Namus,Erkek Kardesi,Atesli Silah, Tutuklu ,2008
23, Istanbul , Resit ,   Yok ,Tespit Edilemeyen,Tanidigi Birisi,Atesli Silah, Tutuklu ,2008
24, Istanbul , Resit ,   Yok ,Reddedilme,Sevgilisi,Atesli Silah, Tutuklu ,2008
25, Istanbul , Resit ,   Yok ,Ayrilik Talebi,Eski Nisanlisi,Kesici Alet, Araniyor ,2008
26, Istanbul , Tespit Edilemeyen,   Tespit Edilemeyen,Husumet,Tanidigi Birisi,Atesli Silah, Tutuklu ,2008
28, Istanbul , Resit ,   Yok ,Tartisma,Kocasi,Atesli Silah, Intihar ,2008
29, Kirsehir , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Sorusturma Suruyor ,2008
30, Mersin , Resit ,   Yok ,Kaza,Akrabasi,Atesli Silah, Tutuklu ,2008
31, Samsun , Resit ,   Yok ,Tartisma,Tanidigi Birisi,Atesli Silah, Tutuklu ,2008
66, Adana , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Yuksekten Dusme, Tespit Edilemeyen,2009
68, Adiyaman , Resit ,   Yok ,Tespit Edilemeyen,Sevgilisi,Atesli Silah, Tutuklu ,2009
69, Afyonkarahisar , Resit ,   Yok ,Tespit Edilemeyen,Tanidigi Birisi,Yakilma, Tutuklu ,2009
70, Afyonkarahisar , Resit ,   Yok ,Tespit Edilemeyen,Abisi,Atesli Silah, Tutuklu ,2009
71, Agri , Resit ,   Yok ,Annesini Korurken,Babasi,Atesli Silah, Tutuklu ,2009
73, Agri , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Atesli Silah, Tutuklu ,2009
74, Antalya , Resit ,   Yok ,Tartisma,Tanidigi Birisi,Atesli Silah, Tutuklu ,2009
75, Ankara , Resit ,   Yok ,Tartisma,Kocasi,Atesli Silah, Intihar ,2009
76, Ankara , Resit ,   Yok ,Tartisma,Kocasi,Atesli Silah, Intihar ,2009
78, Ankara , Resit ,   Yok ,Tespit Edilemeyen,Tanidigi Birisi,Atesli Silah, Tutuklu ,2009
79, Antalya , Resit ,   Yok ,Tartisma,Enistesi,Kesici Alet, Tutuklu ,2009
80, Antalya , Resit ,   Yok ,Tespit Edilemeyen,Arkadasi,Darp, Intihar ,2009
82, Antalya , Tespit Edilemeyen ,   Tespit Edilemeyen ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Sorusturma Suruyor ,2009
83, Antalya , Resit ,   Yok ,Tespit Edilemeyen,Tanidigi Birisi,Bogulma, Tutuklu ,2009
84, Antalya , Resit ,   Yok ,Tartisma,Kocasinin Kardesi,Bogulma, Tutuklu ,2009
87, Balikesir , Resit ,   Yok ,Tartisma,Tanidigi Birisi,Atesli Silah, Tutuklu ,2009
90, Bursa , Resit ,   Yok ,Tartisma,Kocasi,Kesici Alet, Tutuklu ,2009
91, Diyarbakir , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Tespit Edilemeyen,Tespit Edilemeyen,2009
92, Diyarbakir , Resit ,   Yok ,Tartisma,Sevgilisi,Atesli Silah, Tutuklu ,2009
96, Erzurum , Resit ,   Yok ,Reddedilme,Kocasi,Atesli Silah, Tutuklu ,2009
97, Erzurum , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Tespit Edilemeyen,2009
98, Hakkari , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Atesli Silah, Tespit Edilemeyen,2009
99, Istanbul , Resit ,   Yok ,Tehdit,Kocasi,Yuksekten Dusme, Tutuklu ,2009
100, Istanbul , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Tespit Edilemeyen, Intihar ,2009
106, Istanbul , Resit ,   Yok ,Kiskanclik,Kocasi,Kesici Alet, Tutuklu ,2009
107, Izmir , Resit ,   Yok ,Tespit Edilemeyen,Tanidigi Birisi,Atesli Silah, Araniyor ,2009
111, Izmir , Resit ,   Yok ,Husumet,Akrabasi,Atesli Silah, Tutuklu ,2009
112, Izmir , Resit ,   Yok ,Tespit Edilemeyen,Tanidigi Birisi,Tespit Edilemeyen, Tutuklu ,2009
113, Kahramanmaras , Resit ,   Yok ,Tartisma,Oglu,Atesli Silah, Tutuklu ,2009
116, Kastomonu , Resit ,   Yok ,Para,Tanimadigi Birisi,Atesli Silah, Tutuklu ,2009
117, Kastomonu , Resit ,   Yok ,Tartisma,Sevgilisi,Kesici Alet, Tutuklu ,2009
119, Kilis , Resit ,   Tespit Edilemeyen ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Sorusturma Suruyor ,2009
120, Kirikkale , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Atesli Silah, Sorusturma Suruyor ,2009
121, Kirsehir , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Kesici Alet, Tutuklu ,2009
122, Kocaeli , Resit ,   Yok ,Kiskanclik,Kocasi,Darp, Tutuklu ,2009
123, Malatya , Resit ,   Yok ,Kizini Korurken,Damadi,Atesli Silah, Tutuklu ,2009
124, Mardin , Resit ,   Tespit Edilemeyen ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Sorusturma Suruyor ,2009
126, Mersin , Resit ,   Yok ,Tespit Edilemeyen,Kardesi,Atesli Silah, Tutuklu ,2009
128, Nigde , Resit ,   Yok ,Bosanma Talebi,Kocasi,Atesli Silah, Araniyor ,2009
129,Mardin, Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Sorusturma Suruyor ,2009
130, Osmaniye , Resit ,   Yok ,Tartisma,Kocasi,Atesli Silah, Tutuklu ,2009
132, Sanliurfa , Resit ,   Yok ,Husumet,Akrabasi,Atesli Silah, Tutuklu ,2009
133, Tekirdag , Resit ,   Yok ,Tartisma,Kocasi,Bogulma, Tutuklu ,2009
134, Tokat , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Sorusturma Suruyor ,2009
190, Adana , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Kesici Alet, Tutuklu ,2010
192, Sakarya , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Kesici Alet, Tutuklu ,2010
193, Sakarya , Resit ,   Yok ,Tartisma,Babasi,Tespit Edilemeyen, Tutuklu ,2010
194, Sakarya , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Tespit Edilemeyen, Tutuklu ,2010
195, Sakarya , Resit ,   Yok ,Reddedilme,Tanidigi Birisi,Atesli Silah, Intihar ,2010
196, Adiyaman , Resit ,   Yok ,Tartisma,Babasi,Atesli Silah, Intihar ,2010
197, Adiyaman , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Yuksekten Dusme, Tespit Edilemeyen,2010
198, Afyonkarahisar , Resit ,   Yok ,Tespit Edilemeyen,Abisi,Atesli Silah, Tutuklu ,2010
200, Antalya , Resit ,   Yok ,Tespit Edilemeyen,Tanidigi Birisi,Atesli Silah, Sorusturma Suruyor ,2010
203, Aydin , Resit ,   Yok ,Tartisma,Sevgilisi,Darp, Tutuklu ,2010
204, Aydin , Resit ,   Yok ,Tartisma,Kocasi,Bogulma, Tutuklu ,2010
207, Bursa , Resit ,   Yok ,Tartisma,Sevgilisi,Atesli Silah, Tutuklu ,2010
209, Bursa , Tespit Edilemeyen ,   Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Sorusturma Suruuor,2010
211, Bursa  , Resit ,   Yok ,Tartisma,Kocasi,Kesici Alet, Tutuklu ,2010
212, Bursa  , Resit ,   Yok ,Tartisma,Sevgilisi,Kesici Alet, Tutuklu ,2010
213, Corlu , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Sorusturma Suruyor ,2010
214, Corum , Resit ,   Yok ,Tartisma,Eski Kocasi,Atesli Silah, Araniyor ,2010
215, Corum , Resit ,   Yok ,Tartisma,Kocasi,Darp, Tutuklu ,2010
216, Denizli , Resit ,   Tespit Edilemeyen ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Sorusturma Suruyor ,2010
217, Denizli , Resit ,   Yok ,Tespit Edilemeyen,Sevgilisi,Darp, Tutuklu ,2010
218, Denizli  , Resit Degil ,   Var ,Tespit Edilemeyen,Babasi,Atesli Silah, Intihar ,2010
219, Diyarbakir , Resit ,   Yok ,Tartisma,Kocasi,Yakilma, Tutuklu ,2010
226, Gaziantep , Resit ,   Yok ,Tartisma,Akrabasi,Atesli Silah, Tutuklu ,2010
227, Gaziantep , Resit ,   Yok ,Tartisma,Sevgilisi,Atesli Silah, Araniyor ,2010
229, Istanbul , Resit ,   Yok ,Tespit Edilemeyen,Sevgilisi,Atesli Silah, Intihar ,2010
230, Istanbul , Resit ,   Yok ,Tespit Edilemeyen,Tanimadigi Birisi,Tespit Edilemeyen, Tutuklu ,2010
232, Istanbul , Resit ,   Yok ,Tartisma ,Kocasi,Kesici Alet, Tutuklu ,2010
234, Istanbul , Resit ,   Yok ,Tartisma,Kocasi,Kesici Alet,Tespit Edilemeyen,2010
235, Istanbul , Resit ,   Yok ,Tartisma,Kocasi,Yuksekten Dusme, Tutuklu ,2010
237, Istanbul , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Yuksekten Dusme, Sorusturma Suruyor ,2010
241, Istanbul , Resit Degil ,   Yok ,Tespit Edilemeyen,Abisi,Kesici Alet, Tutuklu ,2010
242, Istanbul , Resit ,   Yok ,Bosanma Talebi,Kocasi,Atesli Silah, Intihar ,2010
243, Izmir , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Tespit Edilemeyen,2010
244, Izmir , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Sorusturma Suruyor ,2010
245, Izmir , Resit ,   Yok ,Tartisma,Tanidigi Birisi,Atesli Silah, Tutuklu ,2010
248, Kahramanmaras , Resit ,   Yok ,Tespit Edilemeyen,Oglu,Atesli Silah, Tutuklu ,2010
249, Kahramanmaras , Resit ,   Yok ,Tespit Edilemeyen,Eski Kocasi,Atesli Silah, Tutuklu ,2010
250, Kahramanmaras , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Atesli Silah, Tutuklu ,2010
251, Karaman , Resit ,   Yok ,Reddedilme,Eski Sevgilisi,Atesli Silah, Araniyor ,2010
252, Kastamonu , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Tespit Edilemeyen,2010
253, Kastomonu , Resit ,   Yok ,Para,Tanimadigi Birisi,Atesli Silah, Tutuklu ,2010
254, Kayseri , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Atesli Silah,Tespit Edilemeyen,2010
255, Kirikkale , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Yakilma, Sorusturma Suruyor ,2010
257, Kocaeli , Resit ,   Yok ,Tartisma,Oglu,Atesli Silah, Tutuklu ,2010
258, Kocaeli , Resit Degil ,   Yok ,Tespit Edilemeyen,Tanidigi Birisi,Bogulma, Tutuklu ,2010
260, Konya , Resit,   Yok ,Tartisma,Kocasi,Darp, Tutuklu ,2010
261, Konya , Resit ,   Yok ,Kiskanclik,Kocasi,Atesli Silah, Tutuklu ,2010
262, Konya , Resit ,   Yok ,Tespit Edilemeyen,Tanidigi Birisi,Tespit Edilemeyen, Tutuklu ,2010
264, Konya , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Atesli Silah, Araniyor ,2010
266, Malatya , Resit ,   Yok ,Reddedilme,Kocasi,Atesli Silah, Tutuklu ,2010
267, Malatya , Resit ,   Yok ,Kizini Korurken,Damadi,Atesli Silah, Tutuklu ,2010
268, Manisa , Resit ,   Yok ,Tartisma,Kocasi,Tespit Edilemeyen, Tutuklu ,2010
269, Manisa , Resit ,   Yok ,Tartisma,Eski Sevgilsi,Atesli Silah, Intihar ,2010
272, Mardin , Resit ,   Yok ,Tartisma,Kocasi,Atesli Silah, Tutuklu ,2010
274, Mersin , Resit ,   Yok ,Bosanma Talebi,Kocasi,Vurucu Alet, Tutuklu ,2010
275, Mugla , Resit ,   Yok ,Tespit Edilemeyen,Eski Kocasi,Bogulma, Tutuklu ,2010
276, Mugla , Resit ,   Yok ,Tartisma ,Eski Sevgilisi,Bogulma, Tutuklu ,2010
279, Sakarya , Resit Degil  ,   Yok ,Tespit Edilemeyen,Babasi,Atesli Silah, Intihar ,2010
280, Sakarya , Resit  ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Atesli Silah, Sorusturma Suruyor,2010
282, Samsun , Resit ,   Yok ,Tartisma,Eski Kocasi,Kesici Alet, Tutuklu ,2010
284, Sinop , Resit ,   Yok ,Tespit Edilemeyen,Tanidigi Birisi,Atesli Silah, Tutuklu ,2010
286, Tekirdag , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Bogulma, Tespit Edilemeyen,2010
289, Trabzon , Resit ,   Yok ,Kizini Korurken,Eski Damadi,Atesli Silah, Tutuklu ,2010
291, Yalova , Resit ,   Yok ,Tartisma,Damadi,Darp, Tutuklu ,2010
292, Yozgat , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Atesli Silah, Tutuklu ,2010
294, Zonguldak , Resit ,   Yok ,Tespit Edilemeyen,Tanidigi Birisi,Atesli Silah, Tutuklu ,2010
345,,,   Yok ,Tespit Edilemeyen,Babasi,Atesli Silah, Tutuklu ,2010
382, Ankara , Resit ,   Yok ,Tartisma,Tanidigi Birisi,Darp, Intihar ,2011
386, Adana , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Asma, Sorusturma Suruyor ,2011
388, Afyonkarahisar , Resit ,   Yok ,Husumet,Tespit Edilemeyen,Atesli Silah, Tutuklu ,2011
389, Agri , Resit Degil ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Tespit Edilemeyen,2011
390, Antalya , Resit ,   Yok ,Tespit Edilemeyen,Oglu,Kesici Alet, Tutuklu ,2011
392, Ankara , Resit ,   Var ,Bosanma Talebi,Kocasi,Atesli Silah, Araniyor ,2011
393, Antalya , Resit ,   Yok ,Tespit Edilemeyen,Sevgilisi,Yuksekten Dusme, Tutuklu ,2011
394, Antalya , Resit ,   Yok ,Tartisma,Tanidigi Birisi,Bogulma, Tutuklu ,2011
397, Batman , Resit ,   Yok ,Tartisma,Kocasi,Atesli Silah, Intihar ,2011
398, Batman , Resit ,   Yok ,Bosanma Talebi,Kocasi,Kesici Alet, Tutuklu ,2011
400, Bursa  , Resit ,   Yok ,Namus,Kocasi,Atesli Silah, Tutuklu ,2011
401, Denizli , Resit ,   Yok ,Bosanma Talebi,Kocasi,Kesici Alet, Tutuklu ,2011
402, Denizli , Resit ,   Yok ,Bosanma Talebi,Kocasi,Atesli Silah, Tutuklu ,2011
405, Denizli  , Resit ,   Yok ,Tartisma,Tanidigi Birisi,Kesici Alet, Tutuklu ,2011
406, Diyarbakir , Resit Degil ,   Yok ,Aldatma,Sevgilisi,Tespit Edilemeyen, Tutuklu ,2011
408, Erzurum , Resit ,   Yok ,Reddedilme,Kocasi,Atesli Silah, Tutuklu ,2011
413, Gaziantep , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Atesli Silah, Tutuklu ,2011
415, Igdir , Resit ,   Yok ,Tecavuz,Tanidigi Birisi,Kesici Alet, Tutuklu ,2011
416, Istanbul , Resit ,   Yok ,Tartisma,Kocasi,Atesli Silah, Tutuklu ,2011
417, Istanbul , Resit ,   Yok ,Husumet,Tanidigi Birisi,Atesli Silah, Tutuklu ,2011
418, Istanbul , Resit ,   Yok ,Kiskanclik,Kocasi,Bogulma, Tutuklu ,2011
419, Istanbul , Resit ,   Yok ,Tespit Edilemeyen,Tanimadigi Birisi,Kesici Alet,Tespit Edilemeyen,2011
421, Istanbul , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Tespit Edilemeyen, Tespit Edilemeyen,2011
425, Izmir , Resit ,   Yok ,Tartisma,Eski Kocasi,Atesli Silah, Tutuklu ,2011
428, Izmir , Resit ,   Yok ,Tespit Edilemeyen,Sevgilisi,Atesli Silah, Tutuklu ,2011
429, Kahramanmaras , Resit ,   Yok ,Para,Tanimadigi BIrisi,Kesici Alet, Tutuklu ,2011
430, Kirklareli , Resit ,   Yok ,Bosanma Talebi ,Kocasi,Atesli Silah, Araniyor ,2011
432, Konya , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Yuksekten Dusme, Tespit Edilemeyen,2011
433, Konya , Resit ,   Yok ,Kizini Korurken,Eski Damadi,Atesli Silah, Tutuklu ,2011
434, Konya , Resit ,   Yok ,Reddedilme,Eski Kocasi,Kesici Alet, Tutuklu ,2011
437, Kutahya , Resit ,   Yok ,Tespit Edilemeyen,Kayinpederi,Atesli Silah, Tutuklu ,2011
439, Nigde , Resit ,   Yok ,Tespit Edilemeyen,Abisi,Kesici Alet, Tutuklu ,2011
440, Ordu , Resit ,   Yok ,Tespit Edilemeyen,Amcasi,Atesli Silah, Tutuklu ,2011
441, Ordu , Resit ,   Yok ,Tartisma,Kocasi,Atesli Silah, Tutuklu ,2011
443, Ordu , Resit ,   Tespit Edilemeyen ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Sorusturma Suruyor ,2011
444, Sakarya , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Sorusturma Suruyor ,2011
446, Sanliurfa , Resit ,   Yok ,Tartisma,Uvey Oglu,Kesici Alet, Tutuklu ,2011
451, Zonguldak , Resit Degil ,   Yok ,Tartisma,Babasi,Atesli Silah, Tutuklu ,2011
502, Adana , Resit ,   Yok ,Para,Torunu,Bogulma, Tutuklu ,2012
503, Aksaray , Resit ,   Yok ,Tespit Edilemeyen,Sevgilisi,Bogulma, Tutuklu ,2012
505, Mugla , Resit ,   Yok ,Kaza,Tanimadigi Birisi,Atesli Silah, Tutuklu ,2012
508, Hatay , Resit ,   Yok ,Bosanma Talebi,Kocasi,Kesici Alet, Tutuklu ,2012
509, Hatay , Resit ,   Yok ,Tartisma,Tanidigi Birisi,Atesli Silah, Tutuklu ,2012
511, Istanbul , Resit ,   Yok ,Kiskanclik,Kocasi,Kesici Alet, Tutuklu ,2012
524, Afyonkarahisar , Resit ,   Yok ,Nefret,Tanimadigi Birisi,Kesici Alet, Tutuklu ,2013
525, Afyonkarahisar , Resit ,   Yok ,Tartisma,Sevgilisi,Darp, Tutuklu ,2013
527, Aksaray , Resit ,   Var ,Tartisma,Kocasi,Atesli Silah, Araniyor ,2013
528, Antalya , Resit ,   Yok ,Tespit Edilemeyen,Oglu,Atesli Silah, Intihar ,2013
529, Sakarya , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Sorusturma Suruyor ,2013
531, Ankara , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Asma, Tespit Edilemeyen,2013
532, Ankara , Resit ,   Tespit Edilemeyen ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,2013
533, Ankara , Resit ,   Var ,Para,Sevgilisinin Oglu,Atesli Silah, Araniyor ,2013
536, Igdir , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Yakilma, Tespit Edilemeyen,2013
538, Batman , Resit ,   Yok ,Tartisma,Kocasi,Atesli Silah, Intihar ,2013
540, Burdur , Resit ,   Yok ,Tartisma,Kocasi,Atesli Silah, Intihar ,2013
541, Burdur , Resit ,   Yok ,Tartisma,Sevgilisi,Kesici Alet, Tutuklu ,2013
544, Corum , Resit ,   Yok ,Bosanma Talebi,Kocasi,Atesli Silah, Tutuklu ,2013
546, Denizli  , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Kesici Alet, Intihar ,2013
549, Diyarbakir , Resit ,   Yok ,Bosanma Talebi,Kocasi,Kesici Alet, Tutuklu ,2013
551, Erzurum , Resit ,   Yok ,Kiskanclik,Akrabasi,Atesli Silah, Tutuklu ,2013
553, Mugla , Resit ,   Yok ,Tartisma,Kayinpederi,Atesli Silah, Tutuklu ,2013
557, Igdir , Resit ,   Yok ,Tartisma,Kocasi,Atesli Silah, Intihar ,2013
559, Isparta , Resit ,   Yok ,Tartisma,Sevgilisi,Atesli Silah, Tutuklu ,2013
560, Isparta , Resit ,   Yok ,Tartisma ,Tanidigi Birisi,Atesli Silah, Tutuklu ,2013
561, Istanbul , Resit ,   Yok ,Tespit Edilemeyen,Tanimadigi Birisi,Atesli Silah, Sorusturma Suruyor ,2013
562, Istanbul , Resit ,   Yok ,Tespit Edilemeyen,Tanidigi Birisi,Kesici Alet, Tutuklu ,2013
564, Istanbul , Resit ,   Yok ,Reddedilme,Sevgilisi,Atesli Silah, Tutuklu ,2013
566, Istanbul , Resit ,   Var,Bosanma Talebi,Kocasi,Atesli Silah, Tutuklu ,2013
567, Istanbul , Resit ,   Yok ,Reddedilme,Sevgilisi,Tespit Edilemeyen, Tutuklu ,2013
