id,city,age,protectionorder,why1,killer1,killingway1,statusofkiller,year
1990, Artvin , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Sorusturma Suruyor ,2018
1995, Aydin , Resit ,   Yok ,Tartisma,Kocasi,Atesli Silah, Intihar ,2018
1996, Aydin , Resit ,   Yok ,Tartisma ,Eski Sevgilisi,Atesli Silah, Tutuklu ,2018
1998, Balikesir , Resit ,   Yok ,Tartisma,Oglu,Bogulma, Tutuklu ,2018
2001, Batman , Resit ,   Yok ,Tartisma,Kocasi,Atesli Silah, Intihar ,2018
2003, Mugla , Resit ,   Yok ,Tartisma,Tanimadigi Birisi,Atesli Silah, Tutuklu ,2018
2005, Burdur , Resit Degil ,   Yok ,Tespit Edilemeyen,Sevgilisi,Kesici Alet, Tutuklu ,2018
2011, Bursa , Resit ,   Yok ,Bosanma Talebi,Kocasi,Atesli Silah, Araniyor ,2018
2012, Bursa , Resit ,   Yok ,Tartisma,Nisanlisi,Darp, Tutuklu ,2018
2014, Bursa , Resit ,   Yok ,Tartisma,Tanidigi Birisi,Kesici Alet, Tutuklu ,2018
2015, Bursa , Resit ,   Yok ,Tespit Edilemeyen,Oglu,Kesici Alet, Tutuklu ,2018
2016, Corlu , Resit ,   Yok ,Tartisma,Sevgilisi,Kesici Alet, Tutuklu ,2018
2020, Denizli , Resit ,   Var ,Tespit Edilemeyen,Kocasi,Atesli Silah, Intihar ,2018
2021, Denizli , Resit ,   Yok ,Tecavuz,Tanimadigi Birisi,Bogulma, Tutuklu ,2018
2022, Denizli , Resit Degil ,   Yok ,Tartisma,Babasi,Bogulma, Intihar ,2018
2023, Denizli , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Tespit Edilemeyen,2018
2024, Tunceli , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Tespit Edilemeyen,2018
2026, Diyarbakir , Resit ,   Yok ,Tartisma,Kocasi,Atesli Silah, Intihar ,2018
2027, Diyarbakir , Resit ,   Yok ,Tartisma,Kocasi,Kesici Alet, Tutuklu ,2018
2028, Edirne , Resit ,   Yok ,Tespit Edilemeyen,Oglu,Darp, Tutuklu ,2018
2030, Erzurum , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Sorusturma Suruyor ,2018
2031, Mugla, Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Darp, Intihar ,2018
2033, Gaziantep , Resit ,   Yok ,Tartisma,Kocasi,Darp, Tutuklu ,2018
2039, Giresun , Resit Degil ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Sorusturma Suruyor,2018
2042, Hatay , Resit ,   Yok ,Tartisma,Oglu,Atesli Silah, Intihar ,2018
2044, Isparta , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Tutuklu ,2018
2045, Isparta , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Tutuklu ,2018
2046, Isparta , Resit ,   Yok ,Tartisma,Sevgilisi,Darp, Tutuklu ,2018
2047, Isparta , Resit ,   Yok ,Tartisma,Kocasi,Bogulma, Tutuklu ,2018
2048, Isparta , Resit ,   Yok ,Tespit Edilemeyen,Tanidigi Birisi,Kesici Alet, Tutuklu ,2018
2051, Istanbul , Resit ,   Yok ,Aldatilma Suphesi,Kocasi,Atesli Silah, Tutuklu ,2018
2052, Istanbul , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Yuksekten Dusme, Tespit Edilemeyen,2018
2053, Istanbul , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Zehir, Intihar ,2018
2054, Istanbul , Resit Degil ,   Yok ,Tespit Edilemeyen,Abisi,Kesici Alet, Tutuklu ,2018
2055, Istanbul , Resit ,   Yok ,Tartisma,Tanidigi Birisi,Atesli Silah, Tutuklu ,2018
2056, Istanbul , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Sorusturma Suruyor ,2018
2058, Istanbul , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Yuksekten Dusme, Tespit Edilemeyen,2018
2059, Istanbul , Resit ,   Yok ,Kiskanclik,Kocasi,Kesici Alet, Tutuklu ,2018
2060, Istanbul , Resit ,   Yok ,Hasta Oldugu Icin ,Babasi,Atesli Silah, Tutuklu ,2018
2061, Istanbul , Resit ,   Yok ,Reddedilme,Eski Sevgilisi,Atesli Silah, Tutuklu ,2018
2065, Istanbul , Resit ,   Yok ,Tespit Edilemeyen,Oglu,Atesli Silah, Tutuklu ,2018
2068, Istanbul , Resit ,   Yok ,Reddedilme,Tanidigi Birisi,Kesici Alet, Tutuklu ,2018
2072, Istanbul , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Atesli Silah, Tutuklu ,2018
2073, Istanbul , Resit ,   Tespit Edilemeyen ,Tespit Edilemeyen,Kocasi,Tespit Edilemeyen, Araniyor ,2018
2074, Istanbul , Resit ,   Yok ,Tartisma,Oglu,Kesici Alet, Tutuklu ,2018
2076, Istanbul , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Yuksekten Dusme, Tespit Edilemeyen,2018
2077, Istanbul , Resit ,   Yok ,Tespit Edilemeyen,Oglu,Kesici Alet, Tutuklu ,2018
2078, Istanbul , Resit ,   Yok ,Tartisma,Tanidigi Birisi,Yakilma, Tutuklu ,2018
2079, Istanbul , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Bogulma, Tutuklu ,2018
2080, Istanbul , Resit ,   Yok ,Para,Tanidigi Birisi,Bogulma, Tutuklu ,2018
2082, Istanbul , Resit ,   Yok ,Tartisma,Kocasi,Kesici Alet, Tutuklu ,2018
2084, Istanbul , Resit ,   Yok ,Tartisma,Sevgilisi,Atesli Silah, Tutuklu ,2018
2089, Izmir , Resit ,   Yok ,Tespit Edilemeyen,Oglu,Bogulma, Tutuklu ,2018
2093, Izmir , Resit ,   Yok ,Tartisma,Oglu,Kesici Alet, Tutuklu ,2018
2095, Izmir , Resit ,   Yok ,Tespit Edilemeyen,Enistesi,Atesli Silah, Intihar ,2018
2096, Izmir , Resit ,   Yok ,Tartisma,Kocasi,Atesli Silah, Tutuklu ,2018
2098, Izmir , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Iskence, Sorusturma Suruyor ,2018
2100, Izmir , Resit ,   Yok ,Reddedilme,Tanidigi BIrisi,Kesici Alet, Tutuklu ,2018
2101, Izmir , Resit ,   Yok ,Tartisma,Kocasi,Kesici Alet, Tutuklu ,2018
2102, Izmir , Resit ,   Yok ,Tartisma,Kocasi,Kesici Alet, Tutuklu ,2018
2103, Izmir , Resit ,   Yok ,Tartisma,Oglu,Atesli Silah, Intihar ,2018
2104, Kocaeli , Resit ,   Yok ,Hirsizlik,Tanimadigi Birisi,Atesli Silah, Tutuklu ,2018
2105, Kocaeli , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Bogulma, Tespit Edilemeyen,2018
2106, Kocaeli , Resit Degil ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Tespit Edilemeyen,2018
2107, Kahramanmaras , Resit ,   Yok ,Tespit Edilemeyen,Akrabasi,Atesli Silah, Tutuklu ,2018
2109, Kahramanmaras , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Atesli Silah, Araniyor ,2018
2110, Karabuk , Resit ,   Var ,Tespit Edilemeyen,Kocasi,Atesli Silah, Tutuklu ,2018
2112, Karaman , Resit ,   Yok ,Reddedilme,Eski Sevgilisi,Atesli Silah, Araniyor ,2018
2113, Kars , Resit ,   Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Tespit Edilemeyen,2018
2114, Kayseri , Resit ,   Yok ,Tespit Edilemeyen,Oglu,Atesli Silah, Intihar ,2018
2116, Kirikkale , Resit ,   Yok ,Tartisma,Kocasi,Kesici Alet, Tutuklu ,2018
2117, Kirikkale , Resit ,   Yok ,Tespit Edilemeyen,Tanidigi Birisi,Darp, Tutuklu ,2018
2118, Kocaeli , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Tespit Edilemeyen,2018
2122, Kocaeli , Resit ,   Yok ,Tartisma,Kocasi,Atesli Silah, Intihar ,2018
2123, Kocaeli , Resit Degil ,   Yok ,Tespit Edilemeyen,Babasi,Atesli Silah, Intihar ,2018
2124, Kocaeli , Resit ,   Yok ,Tespit Edilemeyen,Oglu,Atesli Silah, Tutuklu ,2018
2125, Konya , Tespit Edilemeyen ,   Tespit Edilemeyen ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Tespit Edilemeyen,2018
2126, Konya , Resit ,   Yok ,Tespit Edilemeyen,Eski Damadi,Atesli Silah, Intihar ,2018
2128, Konya , Resit  ,   Yok ,Tespit Edilemeyen,Tanidigi Birisi,Tespit Edilemeyen, Tutuklu ,2018
2129, Konya , Resit ,   Yok ,Tartisma,Kocasi,Atesli Silah, Intihar ,2018
2130, Konya , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Atesli Silah, Tutuklu ,2018
2131,Istanbul, Resit ,   Yok ,Reddedilme,Eski Sevgilisi,Atesli Silah, Tutuklu ,2018
2132,Istanbul, Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Sorusturma Suruyor ,2018
2133,Istanbul, Resit ,   Yok ,Reddedilme,Tanidigi Birisi,Atesli Silah, Tutuklu ,2018
2135, Malatya , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Tespit Edilemeyen,2018
2137, Manisa , Resit ,   Yok ,Tespit Edilemeyen,Oglu,Kesici Alet, Tutuklu ,2018
2138, Manisa , Resit ,   Yok ,Namus,Kocasi,Atesli Silah, Tutuklu ,2018
2139, Manisa , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Kesici Alet, Tespit Edilemeyen,2018
2140, Mardin , Resit ,   Yok ,Tartisma,Damadi,Atesli Silah, Tutuklu ,2018
2142, Mardin , Resit ,   Yok ,Tespit Edilemeyen,Oglu,Kesici Alet, Tutuklu ,2018
2143, Mersin , Resit Degil ,   Yok ,Tespit Edilemeyen,Babasi,Atesli Silah, Intihar ,2018
2144, Mersin , Resit ,   Yok ,Tartisma,Eski Kocasi,Atesli Silah, Intihar ,2018
2145, Mersin , Resit ,   Yok ,Tartisma,Eski Kocasi,Atesli Silah, Tutuklu ,2018
2148, Nevsehir , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Atesli Silah, Intihar ,2018
2149, Nevsehir , Resit ,   Yok ,Reddedilme,Eski Sevgilisi,Atesli Silah, Intihar ,2018
2150, Ordu , Resit ,   Yok ,Tartisma,Eski Kocasi,Atesli Silah, Tutuklu ,2018
2151, Ordu , Resit ,   Yok ,Tespit Edilemeyen,Tanimadigi Birisi,Kesici Alet, Tutuklu ,2018
2152, Osmaniye , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Tespit Edilemeyen,2018
2155, Samsun , Resit ,   Yok ,Kiskanclik,Kocasi,Atesli Silah, Tutuklu ,2018
2157, Samsun , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Bogulma, Sorusturma Suruyor ,2018
2159, Sanliurfa , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Atesli Silah, Tespit Edilemeyen,2018
2161, Sivas , Resit ,   Yok ,Bosanma Talebi,Kocasi,Atesli Silah, Tutuklu ,2018
2162, Tekirdag , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Yuksekten Dusme, Sorusturma Suruyor ,2018
2165, Tekirdag , Resit ,   Yok ,Kiskanclik,Kocasi,Atesli Silah, Tutuklu ,2018
2167, Tunceli , Resit ,   Yok ,Tespit Edilemeyen,Tanimadigi Birisi,Atesli Silah, Tutuklu ,2018
2168, Yalova , Resit ,   Yok ,Tespit Edilemeyen,Sevgilisi,Atesli Silah, Intihar ,2018
2169, Yalova , Resit Degil ,   Yok ,Tecavuz,Tanimadigi Birisi,Tespit Edilemeyen, Tutuklu ,2018
2170, Yalova , Resit ,   Yok ,Tespit Edilemeyen,Sevgilisi,Atesli Silah, Intihar ,2018
2171, Zonguldak , Resit ,   Yok ,Tartisma,Kocasi,Atesli Silah, Tutuklu ,2018
2193,,,   Yok ,Nefret,Tanidigi Birisi,Kesici Alet, Tutuklu ,2018
2217,,,   Yok  ,Terk Edilme,Kocasi,Kesici Alet, Tutuklu ,2018
2227,,,   Yok ,Tespit Edilemeyen,Kocasi,Yuksekten Dusme, Tutuklu ,2018
2236,,,   Yok ,Kiskanclik,Kocasi,Kesici Alet, Tutuklu ,2018
2311,,,   Var ,Barisma Talebi,Kocasi,Atesli Silah, Intihar,2018
2351,,,   Yok ,Tartisma,Kocasi,Atesli Silah, Intihar ,2018
2353,,,   Yok ,Tartisma,Kocasi,Atesli Silah, Intihar ,2018
2357, Adana , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Bogulma, Tespit Edilemeyen,2019
2359, Adana , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Tespit Edilemeyen,2019
2360, Adana , Resit ,   Yok ,Bosanma Talebi,Kocasi,Atesli Silah, Tutuklu ,2019
2362, Afyonkarahisar , Resit ,   Yok ,Husumet,Tanidigi Birisi,Atesli Silah, Tutuklu ,2019
2363, Afyonkarahisar , Resit ,   Yok ,Kiskanclik,Sevgilisi,Kesici Alet, Tutuklu ,2019
2364, Manisa , Resit ,   Yok ,Tartisma,Kocasi,Atesli Silah, Tutuklu ,2019
2365, Ankara , Resit ,   Yok ,Kiskanclik,Kocasi,Atesli Silah, Tutuklu ,2019
2367, Ankara , Resit ,   Yok ,Tartisma,Tanidigi Birisi,Darp, Sorusturma Suruyor ,2019
2368, Ankara , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Yuksekten Dusme, Sorusturma Suruyor ,2019
2370, Ankara , Resit ,   Yok ,Kendi Hayatina Karar Vermek istedigi Icin,Kocasi,Atesli Silah, Tutuklu ,2019
2374, Antalya , Resit ,   Yok ,Reddedilme,Tanidigi Birisi,Darp, Tutuklu ,2019
2375, Antalya , Resit ,   Yok ,Kiskanclik,Sevgilisi,Bogulma, Tutuklu ,2019
2376, Antalya , Resit ,   Yok ,Gecimsizlik,Kocasi,Atesli Silah, Tutuklu ,2019
2377, Antalya , Resit ,   Yok ,Tespit Edilemeyen,Kayinbiraderi,Kesici Alet, Araniyor ,2019
2379, Antalya , Resit ,   Yok ,Reddedilme,Sevgilisi,Atesli Silah, Tutuklu ,2019
2380, Antalya , Resit ,   Yok ,Tespit Edilemeyen,Eski Kocasi,Tespit Edilemeyen, Tutuklu ,2019
2381, Antalya , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Tespit Edilemeyen,2019
2382, Antalya , Resit ,   Yok ,Tespit Edilemeyen,Tanidigi Birisi,Bogulma, Tutuklu ,2019
2383, Antalya , Resit Degil ,   Yok ,Para,Babasi,Zehir, Intihar ,2019
2388, Aydin , Resit ,   Yok ,Para,Eski Kocasi,Atesli Silah, Tutuklu ,2019
2391, Balikesir , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Sorusturma Suruyor ,2019
2394, Batman , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Atesli Silah, Tespit Edilemeyen,2019
2395, Bayburt , Resit ,   Yok ,Tartisma,Oglu,Atesli Silah, Tutuklu ,2019
2396, Bayburt , Resit ,   Yok ,Tespit Edilemeyen,Tanimadigi Birisi,Kesici Alet, Araniyor ,2019
2400, Bolu , Resit ,   Yok ,Tartisma,Sevgilisi,Bogulma, Tutuklu ,2019
2401, Burdur , Tespit Edilemeyen,   Yok,Tartisma,Babasi,Atesli Silah, Intihar ,2019
2403, Bursa , Resit ,   Yok ,Husumet,Tanidigi Birisi,Atesli Silah, Tutuklu ,2019
2404, Bursa , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Bogulma, Araniyor ,2019
2407, Bursa , Resit ,   Yok ,Tartisma,Sevgilisi,Atesli Silah, Tutuklu ,2019
2408, Bursa , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Tespit Edilemeyen,2019
2409, Bursa , Resit ,   Var,Tartisma,Kocasi,Kesici Alet, Tutuklu ,2019
2410, Bursa , Resit ,   Yok ,Tartisma,Kocasi,Atesli Silah, Tutuklu ,2019
2411, Bursa , Resit ,   Yok ,Tartisma,Tanidigi Birisi,Atesli Silah, Tutuklu ,2019
2412, Bursa , Resit ,   Yok ,Husumet,Tanidigi Birisi,Atesli Silah, Tutuklu ,2019
2415, Corum , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Kesici Alet, Tespit Edilemeyen,2019
2416, Corum , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Kesici Alet, Tespit Edilemeyen,2019
2421, Denizli  , Resit ,   Yok ,Tespit Edilemeyen,Sevgilisi,Darp, Tutuklu ,2019
2424, Diyarbakir , Resit ,   Yok ,Aldatilma Suphesi,Kocasi,Atesli Silah, Tutuklu ,2019
2426, Diyarbakir , Resit Degil ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Sorusturma Suruyor,2019
2427, Diyarbakir , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Tespit Edilemeyen, Araniyor ,2019
2430, Duzce , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Sorusturma Suruyor ,2019
2432, Elazig , Resit ,   Yok ,Tespit Edilemeyen,Akrabasi,Atesli Silah, Tutuklu ,2019
2435, Erzincan , Resit Degil ,   Yok ,Kaza,Akrabasi,Atesli Silah, Tutuklu ,2019
2436, Erzurum , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Sorusturma Suruyor ,2019
2437, Erzurum , Resit Degil ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeye, Tespit Edilemeyen,2019
2438, Eskisehir , Resit ,   Yok ,Tespit Edilemeyen,Oglu,Kesici Alet, Tutuklu ,2019
2441, Mugla , Resit ,   Yok ,Tartisma,Sevgilisi,Bogulma, Tutuklu ,2019
2442, Mugla, Resit ,   Yok ,Bosanma Talebi,Kocasi,Atesli Silah, Tutuklu ,2019
2444, Gaziantep , Resit Degil ,   Yok ,Tespit Edilemeyen,Babasi,Darp, Tutuklu ,2019
2446, Gaziantep , Resit ,   Yok ,Para,Damadi,Atesli Silah, Tutuklu ,2019
2447, Gaziantep , Resit ,   Yok ,Bosanma Talebi,Kocasi,Atesli Silah, Tutuklu ,2019
2448, Gaziantep , Resit ,   Yok ,Tartisma,Kocasi,Kesici Alet, Tutuklu ,2019
2450, Gaziantep , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Darp, Tutuklu ,2019
2451, Gaziantep , Resit ,   Yok ,Tartisma,Sevgilisi,Darp, Tutuklu ,2019
2453, Giresun , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Sorusturma Suruyor ,2019
2459, Istanbul , Resit ,   Yok ,Tespit Edilemeyen,Eski Kocasi,Bogulma, Tutuklu ,2019
2461, Istanbul , Resit ,   Yok ,Tartisma,Eski Kocasi,Atesli Silah, Tutuklu ,2019
2462, Istanbul , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Atesli Silah, Tespit Edilemeyen,2019
2463, Istanbul , Resit ,   Yok ,Tartisma,Kocasi,Darp, Araniyor ,2019
2464, Istanbul , Resit ,   Yok ,Bosanma Talebi,Kocasi,Atesli Silah, Intihar ,2019
2465, Istanbul , Resit ,   Yok ,Tespit Edilemeyen,Oglu,Kesici Alet, Tutuklu ,2019
2468, Istanbul , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Yuksekten Dusme, Sorusturma Suruyor ,2019
2473, Istanbul , Resit ,   Yok ,Para,Tanidigi Birisi,Kesici Alet, Tutuklu ,2019
2474, Istanbul , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Atesli Silah, Tespit Edilemeyen,2019
2477, Istanbul , Resit ,   Yok ,Olmek istemesi,Kiralik Katil,Atesli Silah, Tutuklu ,2019
2480, Istanbul , Resit ,   Yok ,Bosanma Talebi,Kocasi,Atesli Silah, Tutuklu ,2019
2481, Istanbul , Resit ,   Yok ,Aldatilma Suphesi,Kocasi,Yuksekten Dusme, Tutuklu ,2019
2482, Istanbul , Resit ,   Yok ,Tartisma,Kocasi,Kesici Alet, Tutuklu ,2019
2483, Istanbul , Resit ,   Yok ,Reddedilme,Sevgilisi,Atesli Silah, Intihar ,2019
2484, Istanbul , Resit ,   Yok ,Nefret,Tanidigi Birisi,Kesici Alet, Tutuklu ,2019
2485, Istanbul , Resit ,   Yok ,Tartisma,Kocasi,Kesici Alet, Tutuklu ,2019
2486, Istanbul , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Bogulma, Sorusturma Suruyor ,2019
2487, Istanbul , Resit ,   Yok ,Tartisma,Kocasi,Kesici Alet, Tutuklu ,2019
2488, Istanbul , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Atesli Silah, Intihar ,2019
2489, Istanbul , Resit  ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Yuksekten Dusme, Tespit Edilemeyen,2019
2491, Istanbul , Resit ,   Yok ,Tespit Edilemeyen,Sevgilisi,Kesici Alet, Intihar ,2019
2493, Istanbul , Resit ,   Yok ,Yasak Iliski,Kuzeni,Atesli Silah, Tutuklu ,2019
2494, Istanbul , Resit ,   Yok ,Para,Tanidigi Birisi,Atesli Silah, Tutuklu ,2019
2495, Istanbul , Resit ,   Yok ,Ofke,Oglu,Darp, Tutuklu ,2019
2497, Izmir , Resit ,   Yok ,Tartisma,Kardesi,Atesli Silah, Tutuklu ,2019
2500, Izmir , Resit ,   Yok ,Tespit Edilemeyen,Sevgilisi,Atesli Silah, Araniyor ,2019
2502, Izmir , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Yakilma,Tespit Edilemeyen,2019
2503, Izmir , Resit ,   Yok ,Tespit Edilemeyen,Sevgilisi,Atesli Silah, Intihar ,2019
2504, Izmir , Resit ,   Yok ,Kiskanclik,Eski Enistesi,Atesli Silah, Tutuklu ,2019
2505, Izmir , Resit ,   Yok ,Tartisma,Kocasi,Kesici Alet, Tutuklu ,2019
2506, Kahramanmaras , Resit ,   Yok ,Tartisma,Yegeni,Kesici Alet, Tutuklu ,2019
2507, Kahramanmaras , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Atesli Silah, Sorusturma Suruyor ,2019
2508, Kahramanmaras , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Atesli Silah, Tutuklu ,2019
2509, Kahramanmaras , Resit ,   Var ,Tartisma,Kocasi,Atesli Silah, Tutuklu ,2019
2514, Kars , Resit ,   Yok ,Tespit Edilemeyen,Akrabasi,Tespit Edilemeyen, Tutuklu ,2019
2516, Kayseri , Resit ,   Var ,Reddedilme,Kocasi,Kesici Alet, Tutuklu ,2019
2519, Kirklareli , Resit ,   Yok ,Namus,Babasi,Atesli Silah, Tutuklu ,2019
2520, Kirklareli , Resit Degil ,   Yok ,Tespit Edilemeyen,Kuzeni,Darp,Sorusturma Suruyor,2019
2521, Kirsehir , Resit  ,   Yok ,Tespit Edilemeyen,Eski Kocasi,Atesli Silah, Tutuklu ,2019
2523, Kocaeli , Resit ,   Yok ,Tespit Edilemeyen,Eski Kocasi,Atesli Silah, Intihar ,2019
2524, Kocaeli , Resit ,   Yok ,Kiskanclik,Kocasi,Tespit Edilemeyen, Tutuklu ,2019
2525, Kocaeli , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Atesli Silah, Tutuklu ,2019
2526, Kocaeli , Resit ,   Yok ,Tartisma,Sevgilisi,Atesli Silah, Intihar ,2019
2527, Kocaeli , Resit ,   Yok ,Tartisma,Tanidigi Birisi,Atesli Silah, Tutuklu ,2019
2529, Konya , Resit ,   Tespit Edilemeyen ,Tespit Edilemeyen,Tespit Edilemeyen,Atesli Silah, Tespit Edilemeyen,2019
2531, Konya , Resit ,   Yok ,Tartisma,Kocasi,Bogulma, Tutuklu ,2019
2534, Konya , Resit ,   Yok ,Tartisma,Kocasi,Atesli Silah, Intihar ,2019
2536, Kutahya , Resit ,   Yok ,Tartisma,Eski Kocasi,Atesli Silah, Tutuklu ,2019
2537, Malatya , Resit ,   Yok ,Tespit Edilemeyen,Kayinpederi,Atesli Silah, Tutuklu ,2019
2538, Istanbul, Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Sorusturma Suruyor ,2019
2540, Manisa , Resit ,   Yok ,Tespit Edilemeyen,Tanidigi Birisi,Atesli Silah, Tutuklu ,2019
2541, Manisa , Resit ,   Yok ,Tespit Edilemeyen,Tanimadigi Birisi,Atesli Silah,Tespit Edilemeyen,2019
2544, Mersin , Resit ,   Yok ,Tartisma,Oglu,Kesici Alet, Tutuklu ,2019
2545, Mersin , Resit ,   Yok ,Bosanma Talebi,Kocasi,Atesli Silah, Intihar ,2019
2546, Mersin , Resit ,   Yok ,Bosanma Talebi,Kocasi,Tespit Edilemeyen, Tutuklu ,2019
2547, Mersin , Resit ,   Yok ,Reddedilme,Tanimadigi Birisi,Atesli Silah,Serbest,2019
2548, Mersin , Resit ,   Yok ,Tespit Edilemeyen,Kocasi,Darp,Tespit Edilemeyen,2019
2549, Mersin , Resit ,   Yok ,Intihar,Kendisi,Bogulma, Tutuklu ,2019
2550, Mugla , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Tespit Edilemeyen,2019
2551, Mugla , Resit ,   Yok ,Gelinini Korurken,Tanidigi Birisi,Atesli Silah, Tutuklu ,2019
2555, Mus , Resit ,   Yok ,Tartisma,Kocasi,Darp, Intihar ,2019
2556, Nevsehir , Resit ,   Var ,Bosanma Talebi,Kocasi,Atesli Silah, Tutuklu ,2019
2557, Ordu , Resit ,   Yok ,Tartisma,Sevgilisi,Atesli Silah, Intihar ,2019
2559, Osmaniye , Resit ,   Var ,Tartisma,Kocasi,Atesli Silah, Araniyor ,2019
2560, Rize , Resit ,   Yok ,Tespit Edilemeyen,Eski Kocasi,Atesli Silah, Tutuklu ,2019
2561, Sakarya , Resit ,   Yok ,Tartisma,Kocasi,Atesli Silah,Tespit Edilemeyen,2019
2562, Sakarya , Resit ,   Yok ,Tartisma,Oglu,Darp, Tutuklu ,2019
2564, Samsun , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Darp,Araniyor,2019
2567, Sanliurfa , Resit ,   Yok ,Tartisma,Kocasi,Kesici Alet, Tutuklu ,2019
2568, Sanliurfa , Resit ,   Yok ,Tartisma,Kocasi,Kesici Alet, Tutuklu ,2019
2570, Sanliurfa , Resit ,   Yok ,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen, Tespit Edilemeyen,2019
2573, Sivas , Resit ,   Var ,Kizini Korurken,Tanidigi Birisi,Atesli Silah, Tutuklu ,2019
2574, Sivas , Resit ,   Yok ,Tartisma,Kocasi,Kesici Alet, Tutuklu ,2019
